Gene	SNPs	Traits	Tissues	Interactions	Mapped
MRPS22	rs9825379	body_height	Small_Intestine_Terminal_Ileum	trans	False
RP11-44F21.2	rs1426063	QT_interval	Skin_Sun_Exposed_Lower_leg	cis	False
MRPS21	rs12403795	illegal_drug_consumption	Thyroid, Muscle_Skeletal	cis	True
KIAA1191	rs9548119	self_rated_health	Uterus	trans	False
PPP2R5D	rs9296404	homocysteine_measurement	Adrenal_Gland, Cells_Transformed_fibroblasts	cis	False
PPP2R5E	rs7144584, rs6435862	FEV-FEC_ratio, neuroblastoma	Esophagus_Mucosa, Adipose_Subcutaneous	both	False
PPP2R5A	rs6540731	intelligence	Thyroid	cis	False
PPP2R5C	rs9478638, rs4904670	electroencephalogram_measurement__beta_wave_measurement, longevity	Brain_Hippocampus, Artery_Coronary	trans	False
RP11-62H7.2	rs330071, rs1045529, rs9987353, rs367543, rs12541491	acne, pathological_myopia, recombination_measurement, schizophrenia	Thyroid, Lung, Vagina, Whole_Blood, Pituitary, Heart_Atrial_Appendage, Stomach, Esophagus_Muscularis, Pancreas, Adipose_Subcutaneous, Brain_Cortex, Heart_Left_Ventricle, Artery_Tibial, Adipose_Visceral_Omentum, Brain_Hippocampus, Nerve_Tibial	both	False
AQP4-AS1	rs527616	breast_carcinoma	Thyroid	cis	False
VMP1	rs9527	urinary_arsenic_measurement	Thyroid	trans	False
AC093063.2	rs8103033	urinary_nitrogen_measurement	Muscle_Skeletal	cis	False
SVIL	rs2986961	migraine_disorder	Artery_Aorta, Artery_Tibial	cis	False
DGCR6	rs1210638	unipolar_depression__response_to_selective_serotonin_reuptake_inhibitor	Breast_Mammary_Tissue, Artery_Tibial, Esophagus_Muscularis, Adipose_Subcutaneous, Cells_Transformed_fibroblasts, Artery_Aorta, Lung	cis	False
RP11-347I19.8	rs830124	metabolite_measurement	Pituitary	cis	False
OPTN	rs1561570	osteitis_deformans	Nerve_Tibial, Skin_Sun_Exposed_Lower_leg	cis	True
JMJD6	rs3744061	eye_measurement	Whole_Blood	cis	False
BHMT	rs17823642, rs7700970, rs10944, rs248381, rs558133, rs567754, rs506500	insulin_sensitivity_measurement, selenium_measurement, serum_selenium_measurement	Brain_Cortex, Brain_Frontal_Cortex_BA9, Thyroid, Testis, Skin_Not_Sun_Exposed_Suprapubic, Breast_Mammary_Tissue, Pituitary, Adipose_Subcutaneous, Adrenal_Gland, Brain_Caudate_basal_ganglia, Esophagus_Muscularis, Nerve_Tibial, Muscle_Skeletal, Colon_Sigmoid, Esophagus_Gastroesophageal_Junction, Adipose_Visceral_Omentum, Artery_Aorta, Skin_Sun_Exposed_Lower_leg, Brain_Nucleus_accumbens_basal_ganglia, Colon_Transverse	cis	True
JMJD4	rs1390401, rs6696239	body_height	Uterus	cis	False
JMJD8	rs1981483, rs7204439	lumbar_disc_degeneration	Brain_Anterior_cingulate_cortex_BA24, Thyroid, Brain_Frontal_Cortex_BA9, Cells_Transformed_fibroblasts, Skin_Sun_Exposed_Lower_leg	cis	False
CD58	rs2300747, rs1335532, rs12025416	multiple_sclerosis	Esophagus_Mucosa, Skin_Sun_Exposed_Lower_leg	cis	False
FTO	rs4575545	thyroid_stimulating_hormone_measurement	Spleen	trans	False
CGREF1	rs780094, rs3736594	body_height, Crohn's_disease, HOMA-IR, HOMA-IR__fasting_blood_insulin_measurement, body_mass_index__fasting_blood_glucose_measurement, body_mass_index__fasting_blood_insulin_measurement, fasting_blood_insulin_measurement, low_density_lipoprotein_cholesterol_measurement, metabolic_syndrome, metabolite_measurement, phospholipid_measurement, triglyceride_measurement, urate_measurement	Brain_Nucleus_accumbens_basal_ganglia, Muscle_Skeletal	cis	False
CCDC39	rs8177240, rs6800435, rs2054399	iron_biomarker_measurement__transferrin_measurement, schizophrenia, schizophrenia__bipolar_disorder	Artery_Aorta, Esophagus_Muscularis, Esophagus_Gastroesophageal_Junction	trans	False
CCDC36	rs7617480	age_at_menarche	Artery_Tibial, Nerve_Tibial	cis	False
TNK1	rs507506	adiponectin_measurement	Pancreas	cis	False
SLFN12	rs4273077	multiple_myeloma	Liver	trans	False
FOXD1	rs10061469	inflammatory_bowel_disease	Small_Intestine_Terminal_Ileum	cis	False
GAS8	rs1805007, rs12931267, rs8063160, rs4268748, rs1805005, rs154659, rs11648785	basal_cell_carcinoma, freckles, hair_color, skin_pigmentation, skin_sensitivity_to_sun, sunburn, suntan	Brain_Frontal_Cortex_BA9, Adrenal_Gland, Brain_Cerebellum, Muscle_Skeletal, Brain_Cortex, Brain_Cerebellar_Hemisphere, Brain_Putamen_basal_ganglia, Brain_Caudate_basal_ganglia, Brain_Anterior_cingulate_cortex_BA24, Skin_Sun_Exposed_Lower_leg, Heart_Left_Ventricle, Nerve_Tibial, Cells_Transformed_fibroblasts, Esophagus_Muscularis, Artery_Tibial	cis	False
CAPN15	rs2266928	mean_corpuscular_hemoglobin_concentration	Thyroid, Whole_Blood, Nerve_Tibial, Lung	cis	True
CAPN14	rs12613372	type_II_diabetes_mellitus	Adipose_Subcutaneous	cis	False
CAPN12	rs11083475	heart_rate	Artery_Aorta, Whole_Blood, Breast_Mammary_Tissue, Esophagus_Muscularis, Liver, Muscle_Skeletal, Adipose_Subcutaneous, Colon_Sigmoid, Esophagus_Gastroesophageal_Junction, Heart_Left_Ventricle, Artery_Tibial, Lung	cis	False
CAPN11	rs35131064	Chagas_cardiomyopathy__Trypanosoma_cruzi_seropositivity	Adipose_Subcutaneous	cis	False
CAPN10	rs4675874, rs4676406	blood_metabolite_measurement, ulcerative_colitis	Vagina, Nerve_Tibial, Breast_Mammary_Tissue, Heart_Atrial_Appendage, Stomach, Artery_Tibial, Adipose_Visceral_Omentum, Esophagus_Mucosa	cis	False
SLC35D1	rs2024825	leprosy	Thyroid, Heart_Left_Ventricle	cis	False
HS3ST4	rs6753739, rs6500818, rs11646917	body_height, Dengue_Hemorrhagic_Fever, optic_cup_area_measurement	Brain_Hippocampus, Brain_Cortex, Skin_Sun_Exposed_Lower_leg	trans	False
HS3ST1	rs4916646, rs7671189	exploratory_eye_movement_measurement, folic_acid_measurement	Brain_Hippocampus, Heart_Left_Ventricle	cis	False
CYFIP2	rs58873874, rs77372450, rs563519, rs11740562	bipolar_disorder__body_mass_index, heart_failure, mental_or_behavioural_disorder	Esophagus_Muscularis, Colon_Sigmoid, Spleen	both	False
CLCNKA	rs9442235	neuropsychological_test	Muscle_Skeletal	cis	False
SMOC2	rs13208776	Vitiligo	Thyroid	cis	True
THUMPD2	rs2540226	personality_trait	Adipose_Subcutaneous, Muscle_Skeletal, Skin_Sun_Exposed_Lower_leg	cis	False
RP11-140K17.3	rs205262	body_mass_index	Breast_Mammary_Tissue, Muscle_Skeletal	cis	False
PXDNL	rs17638544	bone_density	Heart_Left_Ventricle	trans	False
LHPP	rs3740540, rs2629540, rs2459210	body_height, cocaine_dependence, protein_S_measurement__hematological_measurement	Nerve_Tibial, Brain_Hippocampus, Whole_Blood	cis	False
UVRAG	rs17014760, rs4713103	cerebral_amyloid_angiopathy, phospholipid_measurement	Artery_Tibial, Brain_Caudate_basal_ganglia	trans	False
MLLT3	rs138880	schizophrenia	Artery_Coronary	trans	False
SYNJ1	rs2154427, rs3793947	bilirubin_measurement, Parkinson's_disease	Cells_Transformed_fibroblasts, Pituitary	both	False
GLT8D1	rs10865974	bipolar_disorder	Cells_EBV-transformed_lymphocytes	cis	False
RP5-896L10.1	rs11209026	ankylosing_spondylitis, Crohn's_disease, inflammatory_bowel_disease, psoriasis, ulcerative_colitis	Brain_Cortex	trans	False
PDZK1	rs9920, rs1967017, rs1471633, rs12129861	QT_interval, urate_measurement, urate_measurement__overweight_body_mass_index_status, uric_acid_measurement	Stomach, Small_Intestine_Terminal_Ileum, Colon_Transverse	both	False
ZNHIT6	rs10493773	urate_measurement__overweight_body_mass_index_status	Thyroid, Small_Intestine_Terminal_Ileum, Adipose_Subcutaneous, Stomach, Colon_Transverse, Esophagus_Muscularis, Pancreas, Cells_Transformed_fibroblasts, Artery_Aorta, Lung, Skin_Sun_Exposed_Lower_leg	cis	True
GTPBP4	rs12762955	response_to_candesartan__hypertension	Adrenal_Gland, Adipose_Subcutaneous, Cells_Transformed_fibroblasts	cis	False
NFATC2IP	rs7359397, rs3888190, rs7498665, rs8049439	body_mass_index, body_weight, inflammatory_bowel_disease, obesity, self_reported_educational_attainment	Skin_Not_Sun_Exposed_Suprapubic, Artery_Tibial, Colon_Transverse, Testis, Breast_Mammary_Tissue, Cells_Transformed_fibroblasts	cis	False
RP1-79C4.4	rs659580	response_to_candesartan__hypertension	Thyroid, Testis, Skin_Not_Sun_Exposed_Suprapubic, Breast_Mammary_Tissue, Adipose_Subcutaneous, Brain_Caudate_basal_ganglia, Artery_Tibial, Brain_Cerebellum, Brain_Hypothalamus, Prostate, Nerve_Tibial, Muscle_Skeletal, Brain_Cortex, Heart_Left_Ventricle, Cells_Transformed_fibroblasts, Esophagus_Gastroesophageal_Junction, Adipose_Visceral_Omentum, Brain_Nucleus_accumbens_basal_ganglia, Artery_Aorta, Lung, Skin_Sun_Exposed_Lower_leg	cis	False
PCDHA1	rs13168670	schizophrenia	Brain_Cerebellar_Hemisphere, Brain_Cerebellum	cis	False
PCDHA5	rs13168670	schizophrenia	Pancreas	cis	False
C8orf37	rs55821258	smoking_behavior__3-hydroxy-1-methylpropylmercapturic_acid_measurement	Nerve_Tibial, Adipose_Subcutaneous	cis	False
BCL2	rs899967	cardiac_troponin_T_measurement	Heart_Left_Ventricle	cis	True
TMEM89	rs9868809	Crohn's_disease, inflammatory_bowel_disease, ulcerative_colitis	Artery_Tibial	cis	False
PLK1	rs420259	bipolar_disorder	Muscle_Skeletal	cis	False
CCDC167	rs1757171, rs904251	neuropsychological_test	Thyroid, Brain_Frontal_Cortex_BA9, Whole_Blood, Ovary, Heart_Atrial_Appendage, Brain_Caudate_basal_ganglia, Nerve_Tibial, Adipose_Subcutaneous, Brain_Hypothalamus, Brain_Cortex, Heart_Left_Ventricle, Pituitary, Artery_Aorta, Brain_Putamen_basal_ganglia, Lung	cis	True
PARP11	rs2058350	neuropsychological_test	Thyroid, Testis, Pituitary, Adrenal_Gland, Stomach, Artery_Tibial, Esophagus_Muscularis, Nerve_Tibial, Adipose_Subcutaneous, Heart_Left_Ventricle, Cells_Transformed_fibroblasts, Adipose_Visceral_Omentum, Artery_Aorta, Lung	cis	False
CLMN	rs115102486, rs8014194	Alzheimers_disease, response_to_statin	Cells_Transformed_fibroblasts	cis	True
LRFN2	rs2494938, rs2073016, rs6917512	lung_carcinoma, lung_carcinoma__squamous_cell_carcinoma__gastric_carcinoma, progression_free_survival__metastatic_colorectal_cancer__response_to_cetuximab__response_to_CAPOX-B, schizophrenia, squamous_cell_carcinoma	Testis, Whole_Blood, Adrenal_Gland, Stomach	cis	True
LRFN5	rs1950832, rs72634030	obese_body_mass_index_status__urate_measurement, rheumatoid_arthritis	Brain_Cerebellum, Brain_Cerebellar_Hemisphere, Artery_Tibial	both	False
LYRM4	rs2224391, rs17622252	body_height, bipolar_disorder	Thyroid, Whole_Blood, Heart_Atrial_Appendage, Cells_Transformed_fibroblasts, Esophagus_Muscularis, Muscle_Skeletal, Heart_Left_Ventricle, Artery_Tibial, Cells_EBV-transformed_lymphocytes, Artery_Aorta, Lung, Skin_Not_Sun_Exposed_Suprapubic	both	False
NKX2-3	rs11190140, rs4409764, rs10748781	Crohn's_disease, inflammatory_bowel_disease, ulcerative_colitis	Thyroid	cis	False
LYRM9	rs3751972	nitric_oxide_exhalation_measurement	Thyroid, Testis, Small_Intestine_Terminal_Ileum, Brain_Frontal_Cortex_BA9, Skin_Not_Sun_Exposed_Suprapubic, Vagina, Breast_Mammary_Tissue, Adrenal_Gland, Heart_Atrial_Appendage, Stomach, Brain_Caudate_basal_ganglia, Artery_Tibial, Brain_Cerebellum, Esophagus_Muscularis, Liver, Nerve_Tibial, Prostate, Pancreas, Adipose_Subcutaneous, Colon_Sigmoid, Brain_Anterior_cingulate_cortex_BA24, Muscle_Skeletal, Brain_Hypothalamus, Brain_Cortex, Heart_Left_Ventricle, Esophagus_Gastroesophageal_Junction, Artery_Coronary, Adipose_Visceral_Omentum, Brain_Nucleus_accumbens_basal_ganglia, Brain_Cerebellar_Hemisphere, Esophagus_Mucosa, Artery_Aorta, Brain_Putamen_basal_ganglia, Brain_Hippocampus, Lung, Skin_Sun_Exposed_Lower_leg	cis	True
NKX2-5	rs6882776	heart_rate	Pituitary	cis	False
IP6K3	rs4711336, rs751728, rs3851228, rs4713693, rs943466, rs2296743, rs9469578, rs4711350, rs2966, rs3227	body_height, Crohn's_disease, Graves_disease, body_mass_index, energy_intake, inflammatory_bowel_disease, phosphorus_measurement, schizophrenia, self_reported_educational_attainment, ulcerative_colitis	Esophagus_Muscularis, Pancreas, Esophagus_Gastroesophageal_Junction, Lung, Whole_Blood, Cells_Transformed_fibroblasts, Adipose_Subcutaneous, Heart_Atrial_Appendage, Artery_Tibial, Colon_Transverse, Heart_Left_Ventricle, Adipose_Visceral_Omentum, Thyroid	both	False
ZP3	rs6465122	Parkinson's_disease__Lewy_body_measurement	Whole_Blood, Breast_Mammary_Tissue, Adipose_Subcutaneous, Nerve_Tibial, Cells_EBV-transformed_lymphocytes, Skin_Sun_Exposed_Lower_leg	cis	True
KIAA0391	rs12436663, rs2899832, rs1077989, rs12884468, rs11156875	FEV_change_measurement__response_to_zileuton__asthma, glycerophospholipid_measurement__blood_metabolite_measurement, phospholipid_measurement, psoriasis, schizophrenia	Thyroid, Adipose_Subcutaneous, Lung, Brain_Cerebellum, Nerve_Tibial, Artery_Tibial, Spleen, Ovary, Skin_Sun_Exposed_Lower_leg	both	True
AC012074.2	rs141216273	schizophrenia	Brain_Frontal_Cortex_BA9	cis	False
RP11-569G13.2	rs10819861	QT_interval	Colon_Sigmoid	cis	False
OASL	rs1801085, rs7957197	hypospadias, type_II_diabetes_mellitus	Artery_Aorta, Colon_Transverse	both	True
CSNK1G3	rs4530754	low_density_lipoprotein_cholesterol_measurement, total_cholesterol_measurement	Pancreas	cis	True
CSNK1G1	rs4321325, rs10857712, rs9783698	protein_C_measurement, rheumatoid_arthritis, urinary_metabolite_measurement	Cells_Transformed_fibroblasts, Artery_Coronary, Colon_Sigmoid	trans	False
RP11-370B11.3	rs9695226	schizophrenia	Thyroid, Artery_Tibial, Nerve_Tibial, Breast_Mammary_Tissue, Small_Intestine_Terminal_Ileum, Stomach, Colon_Transverse, Esophagus_Muscularis, Pancreas, Adipose_Subcutaneous, Colon_Sigmoid, Esophagus_Gastroesophageal_Junction, Cells_Transformed_fibroblasts, Adipose_Visceral_Omentum, Esophagus_Mucosa, Skin_Not_Sun_Exposed_Suprapubic, Lung, Skin_Sun_Exposed_Lower_leg	cis	False
ANKK1	rs1079596, rs2734839	atrial_natriuretic_factor_measurement, information_processing_speed	Testis, Artery_Aorta, Whole_Blood, Stomach, Nerve_Tibial, Pancreas, Adipose_Subcutaneous, Lung	cis	False
SERPINB2	rs61743561	transforming_growth_factor_beta_measurement	Artery_Aorta	trans	False
SERPINB5	rs2032224	chemotherapy-induced_alopecia__response_to_antimicrotubule_agent	Esophagus_Mucosa	cis	False
SERPINB6	rs12538407	body_height	Skin_Sun_Exposed_Lower_leg	trans	False
FAM76B	rs13241538	waist-hip_ratio__body_mass_index	Brain_Hippocampus	trans	False
PCGF3	rs4234853	protein_S_measurement__hematological_measurement	Skin_Not_Sun_Exposed_Suprapubic, Whole_Blood, Breast_Mammary_Tissue, Artery_Tibial, Esophagus_Muscularis, Nerve_Tibial, Pancreas, Adipose_Subcutaneous, Muscle_Skeletal, Cells_EBV-transformed_lymphocytes, Lung, Skin_Sun_Exposed_Lower_leg	cis	True
PCGF2	rs1043515, rs236918	body_height, soluble_transferrin_receptor_measurement__iron_biomarker_measurement	Artery_Aorta, Artery_Tibial, Esophagus_Mucosa, Skin_Sun_Exposed_Lower_leg	both	False
PCGF5	rs10759944	thyroid_stimulating_hormone_measurement	Esophagus_Gastroesophageal_Junction	trans	False
C6orf62	rs12216125	iron_biomarker_measurement	Cells_Transformed_fibroblasts	trans	False
ATP8B3	rs7250872	bipolar_disorder	Thyroid, Nerve_Tibial, Artery_Aorta, Breast_Mammary_Tissue, Heart_Atrial_Appendage, Artery_Tibial, Esophagus_Muscularis, Muscle_Skeletal, Adipose_Subcutaneous, Colon_Sigmoid, Cells_Transformed_fibroblasts, Artery_Coronary, Adipose_Visceral_Omentum, Esophagus_Mucosa, Lung	cis	True
ROBO1	rs17724172, rs455804, rs16924016	cardiac_troponin_T_measurement, hepatocellular_carcinoma, language_impairment	Artery_Coronary, Pancreas, Prostate	trans	False
EXD3	rs28417902	testosterone_measurement	Adipose_Visceral_Omentum	cis	False
C22orf43	rs2186369	serum_IgG_glycosylation_measurement	Cells_Transformed_fibroblasts, Adipose_Subcutaneous, Artery_Coronary, Artery_Aorta	cis	False
ELP6	rs11236809, rs17784882	atopic_eczema, QT_interval	Skin_Sun_Exposed_Lower_leg, Pancreas	both	True
ELP5	rs507506, rs5415	adiponectin_measurement, birth_weight	Thyroid, Testis, Small_Intestine_Terminal_Ileum, Skin_Not_Sun_Exposed_Suprapubic, Whole_Blood, Breast_Mammary_Tissue, Pituitary, Adipose_Subcutaneous, Adrenal_Gland, Heart_Atrial_Appendage, Stomach, Brain_Caudate_basal_ganglia, Artery_Tibial, Colon_Transverse, Esophagus_Muscularis, Muscle_Skeletal, Prostate, Pancreas, Nerve_Tibial, Spleen, Colon_Sigmoid, Esophagus_Gastroesophageal_Junction, Heart_Left_Ventricle, Cells_Transformed_fibroblasts, Artery_Coronary, Adipose_Visceral_Omentum, Brain_Nucleus_accumbens_basal_ganglia, Esophagus_Mucosa, Artery_Aorta, Lung, Skin_Sun_Exposed_Lower_leg, Vagina, Ovary, Liver, Uterus, Cells_EBV-transformed_lymphocytes, Brain_Putamen_basal_ganglia	cis	False
ELP2	rs1050631	squamous_cell_carcinoma__esophageal_carcinoma	Thyroid, Testis, Whole_Blood, Muscle_Skeletal, Brain_Cortex, Cells_EBV-transformed_lymphocytes, Brain_Cerebellar_Hemisphere	cis	False
POLB	rs2020921, rs3136739	tissue_plasminogen_activator_measurement	Nerve_Tibial, Esophagus_Mucosa, Skin_Sun_Exposed_Lower_leg, Skin_Not_Sun_Exposed_Suprapubic, Vagina	cis	True
FBXL5	rs9918079	low_density_lipoprotein_cholesterol_measurement	Thyroid, Artery_Tibial	cis	False
SPRYD4	rs2657879, rs2657880, rs2638315	blood_metabolite_measurement, blood_metabolite_measurement__amino_acid_measurement, coronary_artery_calcification, metabolite_measurement	Testis, Skin_Not_Sun_Exposed_Suprapubic, Whole_Blood, Cells_Transformed_fibroblasts, Cells_EBV-transformed_lymphocytes, Esophagus_Mucosa, Lung	cis	False
KLHDC2	rs1950500	body_height	Small_Intestine_Terminal_Ileum	trans	False
RNASET2	rs2149085, rs415890, rs1819333, rs9457247, rs2301436, rs9355610, rs2236313, rs444210, rs1854853, rs3093023, rs62436827	Crohn's_disease, Graves_disease, Vitiligo, inflammatory_bowel_disease, rheumatoid_arthritis, triglyceride_measurement	Thyroid, Skin_Not_Sun_Exposed_Suprapubic, Whole_Blood, Brain_Cerebellum, Cells_Transformed_fibroblasts, Nerve_Tibial, Pancreas, Adipose_Subcutaneous, Brain_Nucleus_accumbens_basal_ganglia, Brain_Cerebellar_Hemisphere, Esophagus_Mucosa, Lung, Skin_Sun_Exposed_Lower_leg, Vagina, Stomach, Small_Intestine_Terminal_Ileum, Heart_Atrial_Appendage	cis	False
ZBTB38	rs6440003, rs1991431, rs6763931, rs724016, rs6776003, rs9857275	body_height, Crohn's_disease, infant_body_height, mean_corpuscular_volume, prion_disease, prostate_carcinoma, pulmonary_function_measurement__forced_expiratory_volume__asthma	Thyroid, Whole_Blood, Adipose_Subcutaneous, Skin_Sun_Exposed_Lower_leg, Testis	cis	True
INADL	rs2481665, rs12027135	body_mass_index, low_density_lipoprotein_cholesterol_measurement, total_cholesterol_measurement	Heart_Atrial_Appendage, Muscle_Skeletal, Lung	both	False
RP11-500B12.1	rs1928295, rs5030717	body_mass_index, omega-6_polyunsaturated_fatty_acid_measurement	Whole_Blood, Pancreas, Spleen, Esophagus_Mucosa	cis	False
TMEM9B	rs3812762	hypospadias	Esophagus_Muscularis	cis	False
GBA3	rs11724635, rs4698412	Parkinson's_disease	Pituitary	trans	False
ZBTB34	rs4678680	hepatocellular_carcinoma	Brain_Cortex	trans	False
C8orf22	rs10504073	blood_metabolite_measurement	Muscle_Skeletal, Heart_Atrial_Appendage, Nerve_Tibial, Artery_Tibial	cis	False
RP11-470E16.1	rs12402265	cervical_artery_dissection	Artery_Tibial, Nerve_Tibial, Artery_Aorta, Esophagus_Muscularis, Muscle_Skeletal, Adipose_Subcutaneous, Esophagus_Gastroesophageal_Junction, Artery_Coronary, Skin_Not_Sun_Exposed_Suprapubic, Skin_Sun_Exposed_Lower_leg	cis	False
TMEM98	rs12119179	psoriasis	Liver	trans	False
TMEM99	rs2315504	body_height	Thyroid, Whole_Blood, Pituitary, Adrenal_Gland, Stomach, Artery_Tibial, Liver, Nerve_Tibial, Prostate, Pancreas, Adipose_Subcutaneous, Muscle_Skeletal, Cells_Transformed_fibroblasts, Esophagus_Gastroesophageal_Junction, Artery_Coronary, Adipose_Visceral_Omentum, Esophagus_Mucosa, Artery_Aorta, Lung	cis	False
SPATA17	rs12120588	urate_measurement__overweight_body_mass_index_status	Testis	cis	True
RP11-244F12.3	rs2652834, rs17828380	high_density_lipoprotein_cholesterol_measurement, social_communication_impairment	Thyroid, Adipose_Subcutaneous, Adipose_Visceral_Omentum	cis	False
TMEM91	rs4803468, rs17318596	body_height	Nerve_Tibial, Cells_Transformed_fibroblasts, Heart_Left_Ventricle	cis	False
EPHA1-AS1	rs11771145, rs75045569, rs11767557	Alzheimers_disease	Whole_Blood, Nerve_Tibial, Adipose_Subcutaneous, Spleen, Adipose_Visceral_Omentum, Lung	cis	True
